person_id,page_number,marriage_status,marriage_status_norm,living_alone_status,comments_before,comments_after
P000721,71,холост,Холост,,В Николаевске по билету,В Николаевске по билету
P000722,71,женат на родине,Женат на родине,,,
P000725,71,женат на родине,Женат на родине,,,
P000726,71,вдов. одинок,Вдов,Одинок,,
P000727,71,женат на родине,Женат на родине,,,
P000728,71,женат на родине,Женат на родине,,,
P000729,71,женат на родине,Женат на родине,,,
P000730,71,женат на родине,Женат на родине,,,
P000731,71,холост,Холост,,,
P000732,72,холост. одинок,Холост,Одинок,,
P000733,72,вдов,Вдов,,1 Кирпичная,1 Кирпичная
P000734,72,холост. одинок,Холост,Одинок,,
P000735,72,холост,Холост,,,
P000736,72,женат на родине,Женат на родине,,,
P000738,72,женат на родине,Женат на родине,,,
P000739,72,вдов,Вдов,,,
P000740,72,женат на родине,Женат на родине,,,
P000741,72,женат на родине. одинок,Женат на родине,Одинок,,
P000742,72,женат на родине. одинок,Женат на родине,Одинок,,
P000743,72,женат на родине,Женат на родине,,,
P000744,72,женат на родине,Женат на родине,,Справка,Справка
P000747,72,женат на родине. одинок,Женат на родине,Одинок,,
P000748,73,холост,Холост,,,
P000749,73,холост,Холост,,,
P000750,73,холост,Холост,,,
P000751,73,холост,Холост,,В Риге,В Риге
P000752,73,холост,Холост,,В Николаевске по билету,В Николаевске по билету
P000753,73,женат на родине,Женат на родине,,,
P000754,73,женат на родине,Женат на родине,,,
P000755,73,женат на родине,Женат на родине,,,
P000756,73,холост,Холост,,,
P000757,73,женат на родине,Женат на родине,,,
P000758,73,женат на родине,Женат на родине,,,
P000759,73,женат на родине,Женат на родине,,,
P000760,73,женат на родине,Женат на родине,,,
P000761,73,женат на родине,Женат на родине,,,
P000763,73,холост,Холост,,,
P000764,74,холост. одинок,Холост,Одинок,,
P000765,74,холост,Холост,,В Николаевске по билету,В Николаевске по билету
P000766,74,холост,Холост,,,
P000768,74,женат на родине,Женат на родине,,,
P000769,74,женат на родине,Женат на родине,,,
P000770,74,женат на родине,Женат на родине,,В Николаевске по билету,В Николаевске по билету
P000771,74,женат на родине,Женат на родине,,,
P000772,74,женат на родине,Женат на родине,,,
P000773,74,женат на родине,Женат на родине,,,
P000774,74,женат на родине,Женат на родине,,,
P000776,74,женат на родине,Женат на родине,,Жена и 2 ребят,Жена и 2 ребят
P000777,74,женат на родине,Женат на родине,,,
P000779,74,женат на родине,Женат на родине,,,
P000780,74,вдов,Вдов,,,
P000782,75,женат на родине,Женат на родине,,,
P000783,75,женат на родине,Женат на родине,,,
